-1.000000 0.108019
-0.935743 0.118573
-0.871486 0.136767
-0.807229 0.160030
-0.742972 0.131030
-0.678715 0.120592
-0.614458 0.137154
-0.550201 0.171996
-0.485944 0.129452
-0.421687 0.160523
-0.357430 0.153839
-0.293173 0.162387
-0.228916 0.183902
-0.164659 0.198406
-0.100402 0.177098
-0.036145 0.232791
0.028112 0.189820
0.092369 0.183911
0.156627 0.230604
0.220884 0.184413
0.285141 0.189910
0.349398 0.288228
0.413655 0.234949
0.477912 0.215288
0.542169 0.245215
0.606426 0.241881
0.670683 0.241220
0.734940 0.284972
0.799197 0.290879
0.863454 0.310841
0.927711 0.279884
0.991968 0.327721
1.056225 0.334516
1.120482 0.346256
1.184739 0.324943
1.248996 0.310852
1.313253 0.354002
1.377510 0.422060
1.441767 0.383990
1.506024 0.429014
1.570281 0.418290
1.634538 0.421281
1.698795 0.442648
1.763052 0.501899
1.827309 0.525168
1.891566 0.606194
1.955823 0.704863
2.020080 0.827891
2.084337 0.948500
2.148594 1.119568
2.212851 1.259024
2.277108 1.388837
2.341365 1.585457
2.405622 1.680590
2.469880 1.749337
2.534137 1.744525
2.598394 1.704951
2.662651 1.637724
2.726908 1.506893
2.791165 1.301585
2.855422 1.202497
2.919679 1.067410
2.983936 0.920860
3.048193 0.877007
3.112450 0.762933
3.176707 0.738864
3.240964 0.747034
3.305221 0.698980
3.369478 0.724711
3.433735 0.680133
3.497992 0.700529
3.562249 0.719696
3.626506 0.643825
3.690763 0.726729
3.755020 0.717414
3.819277 0.734245
3.883534 0.732008
3.947791 0.725012
4.012048 0.747777
4.076305 0.799237
4.140562 0.727159
4.204819 0.741432
4.269076 0.754724
4.333333 0.814351
4.397590 0.830950
4.461847 0.792749
4.526104 0.798352
4.590361 0.802115
4.654618 0.760239
4.718876 0.801435
4.783133 0.839461
4.847390 0.852277
4.911647 0.808615
4.975904 0.795308
5.040161 0.803162
5.104418 0.821450
5.168675 0.804584
5.232932 0.814655
5.297189 0.741396
5.361446 0.803744
5.425703 0.771929
5.489960 0.772752
5.554217 0.763152
5.618474 0.827050
5.682731 0.761969
5.746988 0.749217
5.811245 0.751479
5.875502 0.725740
5.939759 0.800990
6.004016 0.765341
6.068273 0.724473
6.132530 0.747977
6.196787 0.765229
6.261044 0.713164
6.325301 0.719952
6.389558 0.782042
6.453815 0.731657
6.518072 0.687129
6.582329 0.678823
6.646586 0.696407
6.710843 0.734481
6.775100 0.697553
6.839357 0.657205
6.903614 0.638421
6.967871 0.616837
7.032129 0.649510
7.096386 0.631881
7.160643 0.614195
7.224900 0.599918
7.289157 0.569394
7.353414 0.650963
7.417671 0.585880
7.481928 0.650985
7.546185 0.843893
7.610442 0.966276
7.674699 1.351499
7.738956 1.788976
7.803213 2.353123
7.867470 2.917291
7.931727 3.307626
7.995984 3.533305
8.060241 3.352995
8.124498 2.973678
8.188755 2.404208
8.253012 1.805509
8.317269 1.273663
8.381526 0.922188
8.445783 0.667942
8.510040 0.534709
8.574297 0.451811
8.638554 0.408374
8.702811 0.393772
8.767068 0.353401
8.831325 0.324667
8.895582 0.327884
8.959839 0.322508
9.024096 0.313012
9.088353 0.283412
9.152610 0.332646
9.216867 0.283816
9.281124 0.308728
9.345382 0.289265
9.409639 0.298934
9.473896 0.273881
9.538153 0.241744
9.602410 0.220739
9.666667 0.261343
9.730924 0.197271
9.795181 0.208476
9.859438 0.269443
9.923695 0.224461
9.987952 0.221629
10.052209 0.194147
10.116466 0.194581
10.180723 0.143987
10.244980 0.195875
10.309237 0.135867
10.373494 0.186971
10.437751 0.181079
10.502008 0.099938
10.566265 0.125519
10.630522 0.124062
10.694779 0.113219
10.759036 0.135068
10.823293 0.132873
10.887550 0.100457
10.951807 0.164465
11.016064 0.080197
11.080321 0.081423
11.144578 0.097115
11.208835 0.151667
11.273092 0.106247
11.337349 0.074380
11.401606 0.131756
11.465863 0.068938
11.530120 0.087996
11.594378 0.083347
11.658635 0.072797
11.722892 0.052507
11.787149 0.021135
11.851406 0.069195
11.915663 0.037651
11.979920 0.054441
12.044177 0.065971
12.108434 0.038386
12.172691 0.031881
12.236948 0.064608
12.301205 0.020859
12.365462 0.058520
12.429719 0.023060
12.493976 -0.020066
12.558233 0.045433
12.622490 0.010966
12.686747 0.008273
12.751004 -0.000227
12.815261 0.025897
12.879518 0.037629
12.943775 0.015784
13.008032 0.033066
13.072289 0.061803
13.136546 -0.003905
13.200803 0.017566
13.265060 -0.005377
13.329317 -0.005427
13.393574 -0.002514
13.457831 -0.007371
13.522088 0.021179
13.586345 0.010906
13.650602 0.004657
13.714859 0.037426
13.779116 0.008057
13.843373 0.021723
13.907631 0.036014
13.971888 0.017396
14.036145 0.028214
14.100402 0.031957
14.164659 0.038778
14.228916 0.054097
14.293173 -0.004916
14.357430 0.003217
14.421687 0.013969
14.485944 0.016097
14.550201 0.005783
14.614458 -0.035018
14.678715 -0.022042
14.742972 0.008889
14.807229 0.028038
14.871486 0.043234
14.935743 0.024553
15.000000 0.035618
